,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,cluster
0,-0.09634505926984897,-0.03976822734334038,0.016689697193241246,-0.029033797299611412,0.02668696904946084,0.07704196993240427,0.03920541978303536,-0.08936582344068941,-0.020258028337942335,-0.07176804842778862,-0.003637906124795363,0.028372865398269668,-0.07307571082566225,-0.026576304137756523,-0.0005674647517652651,0.017030649629008555,0.020137934998775284,-0.039108737495709874,0.11708325964776621,0.2211956973072431,-0.09874206017260226,0.08151214075798757,-0.005021007404864769,-0.01614100549675515,0.04789619400706621,0
1,-0.1194050733189734,-0.04964702037440936,0.03588488049635233,-0.07498406654716122,-0.037205581173207214,0.017389377850324423,-0.005464861083174613,0.020501002835383527,-0.08037070797052169,0.0051094140015114755,-0.038543209144435465,-0.04029540063622523,0.09237322990877016,0.014151671513609094,0.03821555565421067,0.02808721491548772,0.043539470201835524,-0.02934366099624317,-0.03621848000517246,0.0948693684426769,0.009744776439950226,-0.018301382481296712,-0.04882146328379008,0.05375127886510694,-0.025880083719740214,0
2,-0.007726753931995328,0.02908312109016889,-0.03485435808935052,0.18114900938141792,0.02683616376287078,0.020268592411979345,0.06947941454317311,-0.02893126086553475,0.28644430913504965,0.4546616057474454,0.059035124777914616,-0.24626388710994018,-0.2289226901926298,0.16600969071038713,-0.1491868599809987,0.2940899997099514,-0.14272938796807907,0.020326454551858903,0.12699669252793558,0.13855087975616495,0.16812104775828007,-0.07025081717406326,-0.08301977091702573,-0.014560111530989309,-0.23415021222474028,0
3,-0.09634505926984993,-0.039768227343339776,0.016689697193241256,-0.029033797299614337,0.026686969049464337,0.0770419699324112,0.03920541978303449,-0.08936582344069546,-0.020258028337941224,-0.07176804842780482,-0.0036379061248053342,0.028372865398270056,-0.07307571082566938,-0.026576304137770946,-0.0005674647517620678,0.01703064962902817,0.020137934998766902,-0.03910873749568086,0.11708325964777123,0.2211956973072357,-0.09874206017257814,0.08151214075799491,-0.005021007404867662,-0.016141005496756997,0.04789619400705318,0
4,-0.11940507331897227,-0.0496470203744139,0.03588488049638307,-0.0749840665471684,-0.037205581173196965,0.01738937785032621,-0.005464861083173479,0.020501002835392985,-0.08037070797050441,0.005109414001503949,-0.038543209144444514,-0.04029540063620931,0.09237322990876325,0.014151671513599867,0.03821555565419731,0.02808721491550014,0.04353947020184087,-0.029343660996228073,-0.03621848000517787,0.09486936844268405,0.00974477643995839,-0.01830138248130004,-0.048821463283800534,0.05375127886512184,-0.02588008371972668,0
5,-0.007726753931995331,0.0290831210901689,-0.03485435808935094,0.18114900938141845,0.026836163762869875,0.020268592411974443,0.0694794145431726,-0.02893126086553084,0.28644430913504954,0.4546616057474567,0.05903512477791897,-0.24626388710994632,-0.22892269019261866,0.16600969071039784,-0.14918685998099315,0.29408999970993355,-0.14272938796807594,0.020326454551847777,0.12699669252793733,0.13855087975617109,0.16812104775827397,-0.07025081717406241,-0.08301977091702634,-0.014560111531004734,-0.23415021222474128,0
6,-0.0963450592698499,-0.03976822734334004,0.016689697193240993,-0.029033797299613324,0.026686969049463917,0.07704196993239973,0.03920541978303405,-0.08936582344068718,-0.020258028337941242,-0.07176804842778958,-0.003637906124795438,0.028372865398273446,-0.073075710825657,-0.026576304137752426,-0.0005674647517686728,0.017030649629004718,0.020137934998773886,-0.039108737495715154,0.11708325964776405,0.2211956973072442,-0.09874206017261214,0.0815121407579829,-0.005021007404866728,-0.01614100549676364,0.04789619400707232,0
7,-0.11940507331897227,-0.04964702037441579,0.03588488049637972,-0.07498406654715643,-0.03720558117320452,0.017389377850325325,-0.0054648610831825335,0.02050100283538077,-0.08037070797051589,0.005109414001507616,-0.038543209144441634,-0.04029540063620978,0.09237322990875836,0.014151671513591172,0.03821555565420407,0.02808721491550097,0.043539470201847806,-0.029343660996229197,-0.03621848000518291,0.0948693684426805,0.009744776439951404,-0.01830138248130936,-0.04882146328379529,0.053751278865132715,-0.025880083719728515,0
8,-0.007726753931995334,0.02908312109016899,-0.03485435808935074,0.1811490093814181,0.026836163762869875,0.02026859241197943,0.06947941454317295,-0.028931260865534773,0.28644430913504765,0.45466160574744735,0.05903512477791442,-0.24626388710994426,-0.228922690192629,0.1660096907103924,-0.14918685998099773,0.2940899997099449,-0.14272938796808238,0.020326454551864926,0.12699669252793952,0.13855087975616406,0.16812104775828143,-0.07025081717406437,-0.08301977091701952,-0.014560111530993809,-0.2341502122247413,0
9,-0.09634505926984993,-0.03976822734334001,0.016689697193241232,-0.029033797299613754,0.026686969049463903,0.07704196993240194,0.03920541978303746,-0.0893658234406901,-0.020258028337940662,-0.07176804842778639,-0.0036379061247923906,0.028372865398271285,-0.07307571082566239,-0.026576304137751444,-0.0005674647517658959,0.017030649629007834,0.020137934998775427,-0.03910873749571162,0.11708325964777123,0.22119569730724445,-0.09874206017259585,0.0815121407579843,-0.0050210074048672474,-0.01614100549675851,0.047896194007066024,0
